id,attachment_count,attachments_json,tag_count,tags_json
64,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\后危机时代英美银行监管体系变革.pdf""]",0,[]
65,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\基于网络理论的投资多元化与银行系统性风险研究.pdf""]",0,[]
66,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\房地产市场距调控目标仍有距离.pdf""]",0,[]
67,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\竞争失衡与系统优化：中国商业银行的市场结构研究.pdf""]",0,[]
68,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\浙江省城市化水平对房地产价格波动的影响分析——基于VAR模型的实证研究.pdf""]",0,[]
69,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\我国商业银行的系统重要性度量.pdf""]",0,[]
70,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\地方政府隐性债务与银行体系系统性风险——基于地方融资平台视角的研究.pdf""]",0,[]
71,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\规模大的银行风险真的高吗_——基于中国上市商业银行的实证分析.pdf""]",0,[]
72,0,[],0,[]
73,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\银行网络中的风险传染机制研究.pdf""]",0,[]
74,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\银行间网络连接倾向异质性与风险传染.pdf""]",0,[]
75,0,[],0,[]
76,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\从深圳房地产市场波动看我国房地产市场走势.pdf""]",0,[]
77,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\浅谈商业银行房地产贷款信用风险及防范.pdf""]",0,[]
78,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\新形势下影响我国房地产经济周期波动因素的反思.pdf""]",0,[]
79,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\数字金融对银行系统性风险的影响.pdf""]",0,[]
80,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\经营同质化背景下表外业务对银行系统性风险的影响.pdf""]",0,[]
81,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\A股市场系统性风险的预警指标体系研究(摘要).pdf""]",0,[]
82,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\基于VAR模型的黑龙江省房地产价格波动的影响因素分析.pdf""]",0,[]
83,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\西安市房地产泡沫测度及其对策研究.pdf""]",0,[]
84,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\少子老龄化与房价波动研究综述.pdf""]",0,[]
85,0,[],0,[]
86,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\系统性金融风险的识别与防范.pdf""]",0,[]
87,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\外资撤离对我国银行业的影响——以房地产市场为传导渠道.pdf""]",0,[]
88,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\绿色信贷与商业银行系统性风险：诱发机制及化解路径.pdf""]",0,[]
89,0,[],0,[]
90,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\银行信贷与房地产价格非理性波动的检验.pdf""]",0,[]
91,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\银行间风险传染与系统性风险研究.pdf""]",0,[]
92,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\银行业系统性风险度量与监管研究.pdf""]",0,[]
93,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\对建立我国宏观审慎监管框架的思考.pdf""]",0,[]
94,0,[],0,[]
95,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\影子银行业务对商业银行系统性风险的影响研究.pdf""]",0,[]
96,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\银行应认真审视房地产业的经营风险.pdf""]",0,[]
97,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\数量型和价格型货币政策对系统性金融风险的动态影响研究.pdf""]",0,[]
98,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\中国房地产价格波动对宏观经济的影响研究.pdf""]",0,[]
99,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\金融体制改革_形势  任务  取向.pdf""]",0,[]
100,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\银行信贷扩张与房地产价格波动关联性研究.pdf""]",0,[]
101,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\我国影子银行与房地产金融风险研究——基于中央银行金融稳定的视角.pdf""]",0,[]
102,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\房地产周期理论与实证研究.pdf""]",0,[]
103,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\保持经济金融发展良好势头.pdf""]",0,[]
104,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\商业银行同业业务对银行系统性风险的影响研究.pdf""]",0,[]
105,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\中美影子银行运作机制的综述研究.pdf""]",0,[]
106,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\基于Structural-GARCH模型的中国银行业系统性风险研究.pdf""]",0,[]
107,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\期待房地产经纪行业从市场波动中走向成熟.pdf""]",0,[]
108,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\我国房地产价格波动与银行信贷增长关系的协整检验与误差修正模型.pdf""]",0,[]
109,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\浅析房地产周期波动.pdf""]",0,[]
110,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\利率对我国房价调控效应的实证研究.pdf""]",0,[]
111,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\2009年以来我国房地产市场反复波动的原因及相应的对策研究.pdf""]",0,[]
112,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\新时代背景下基于风险传染视角的银行系统性风险生成与防范对策分析.pdf""]",0,[]
113,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\人口结构变化对房地产周期性波动的影响.pdf""]",0,[]
114,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\金融科技对上市商业银行系统性风险的影响.pdf""]",0,[]
115,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\中国房地产系统性风险分析.pdf""]",0,[]
116,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\房地产价格波动影响及广义价格水平指数的构建.pdf""]",0,[]
117,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\美日中小银行发展对我国的启示.pdf""]",0,[]
118,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\不良资产证券化的国际借鉴.pdf""]",0,[]
119,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\浅析金融科技浪潮下商业银行的发展现状.pdf""]",0,[]
120,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\金融杠杆与房地产价格：影响机制及其效应研究.pdf""]",0,[]
121,0,[],0,[]
122,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\外生冲击与房地产真实价格波动——对1998～2003年中国31省(市、区)的实证研究.pdf""]",0,[]
123,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\信贷证券化减少我国银行系统性风险了吗_.pdf""]",0,[]
124,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\人口结构对房地产价格的影响——基于动态面板和门限模型的实证研究.pdf""]",0,[]
125,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\后危机时代构建宏观审慎监管的思考.pdf""]",0,[]
126,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\基于复杂网络杠杆率对商业银行系统性风险影响研究.pdf""]",0,[]
127,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\ESG评级对商业银行系统性风险的影响——基于中国29家A股上市银行的研究.pdf""]",0,[]
128,0,[],0,[]
129,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\我国商业银行非系统性风险实证研究.pdf""]",0,[]
130,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\房地产调控政策对银行信贷影响实证研究.pdf""]",0,[]
131,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\国家审计与金融体系效能提升.pdf""]",0,[]
132,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\中国房地产金融风险影响因素相关性分析.pdf""]",0,[]
133,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\建设银行如何应对商业房地产金融风险.pdf""]",0,[]
134,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\我国金融市场间风险传染与系统性风险溢出效应——基于银行、证券、保险市场的E-CoVaR模型分析.pdf""]",0,[]
135,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\基于一线城市房地产泡沫下我国银行业的风险与防范.pdf""]",0,[]
136,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\中国系统性金融风险的防范对策.pdf""]",0,[]
137,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\试论我国房地产周期波动与当前宏观调控政策取向.pdf""]",0,[]
138,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\影子银行与银行系统性金融风险传递的理论与实证研究.pdf""]",0,[]
139,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\中国房地产市场价格波动及风险溢出效应研究.pdf""]",0,[]
140,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\我国房地产业对房地产金融风险的影响分析.pdf""]",0,[]
141,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\大连商品住宅将规定最高限价.pdf""]",0,[]
142,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\论商业银行转型升级策略的三个维度——兼论中国商业银行的系统性风险诱因及体制形成机理.pdf""]",0,[]
143,0,[],0,[]
144,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\影子银行对中国银行业系统性风险的影响实证——基于Credit-to-GDP Gaps指标.pdf""]",0,[]
145,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\浅析系统性重要银行不能倒闭.pdf""]",0,[]
146,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\数字金融时代银行系统性风险控制策略.pdf""]",0,[]
147,0,[],0,[]
148,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\新时期银行监管工作需要处理好十大关系.pdf""]",0,[]
149,0,[],0,[]
150,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\现阶段我国房地产经济波动的影响因素及应对方式.pdf""]",0,[]
151,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\对房地产行业股市波动性的实证研究——基于GARCH模型.pdf""]",0,[]
152,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\房地产价格波动对银行风险的影响研究.pdf""]",0,[]
153,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\银行与证券行业金融风险关联效应研究.pdf""]",0,[]
154,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\中国银行业系统性风险的降低及其原因分析.pdf""]",0,[]
155,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\房地产价格、货币政策与宏观经济波动.pdf""]",0,[]
156,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\银行治理、股价非系统性波动与银行业系统性风险.pdf""]",0,[]
157,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\信息技术发展对房地产经济波动的影响及对策.pdf""]",0,[]
158,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\房地产价格波动与居民收入差距间的关系探讨.pdf""]",0,[]
159,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\银行应积极参与房地产开发.pdf""]",0,[]
160,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\资产价格波动与货币政策的相关性研究.pdf""]",0,[]
161,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\银行体系系统性金融风险测度及预警研究.pdf""]",0,[]
162,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\浙江省房地产市场周期波动研究1990-2013年.pdf""]",0,[]
163,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\严监管背景下地方债务触发银行系统性风险的交替式“双渠道”研究.pdf""]",0,[]
164,0,[],0,[]
165,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\异质性视角下的商业银行系统性风险溢出效应测度.pdf""]",0,[]
166,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\商业银行风险传导.pdf""]",0,[]
167,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\银行系统性风险的成因及防范研究.pdf""]",0,[]
168,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\房地产周期波动因素分析.pdf""]",0,[]
169,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\中国银行业投贷联动业务潜在非系统性风险控制研究.pdf""]",0,[]
170,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\楼市博弈迷局中商业银行住房抵押贷款信用风险——基于VAR和t-Copula方法.pdf""]",0,[]
171,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\杭州市房地产周期理论与实证研究.pdf""]",0,[]
172,0,[],0,[]
173,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\银监会主席刘明康强调银行系统性风险正在积聚.pdf""]",0,[]
174,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\货币的内生性及其影响.pdf""]",0,[]
175,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\基于信贷网络的上市系统性重要银行清偿力风险研究.pdf""]",0,[]
176,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\试论房地产经济波动的影响因素.pdf""]",0,[]
177,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\金融危机传染的网络理论研究述评.pdf""]",0,[]
178,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\我国房地产发展与宏观经济波动的关系研究.pdf""]",0,[]
179,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\长沙市房地产的价格波动与预测研究.pdf""]",0,[]
180,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\河北房地产周期与宏观经济波动关系分析.pdf""]",0,[]
181,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\绿色金融对商业银行系统性风险溢出效应测度.pdf""]",0,[]
182,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\基于实物期权理论的房地产项目开发时机决策研究.pdf""]",0,[]
183,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\规避“灰犀牛”与“黑天鹅”,守住系统性风险底线.pdf""]",0,[]
184,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\贵金属避险价值受关注.pdf""]",0,[]
185,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\利率市场化对我国商业银行信贷风险的影响.pdf""]",0,[]
186,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\我国房地产市场周期波动的经济因素分析.pdf""]",0,[]
187,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\宏观审慎监管政策框架与治理机制.pdf""]",0,[]
188,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\我国房地产价格波动背后的金融影响因素分析.pdf""]",0,[]
189,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\基于文献计量的宏观审慎研究动态与特征.pdf""]",0,[]
190,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\防范化解全球金融风险分析——透过双循环格局下的总体安全观.pdf""]",0,[]
191,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\基于双支柱调控的银行异质性、系统性风险与宏观经济运行研究.pdf""]",0,[]
192,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\关于我国银行风险预警问题的探讨.pdf""]",0,[]
193,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\房地产市场与股票市场价格波动相关性研究.pdf""]",0,[]
194,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\陕西省住宅价格波动研究与对策分析.pdf""]",0,[]
195,0,[],0,[]
196,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\房地产业周期  波动规律再探——兼论房地产业的冷与热.pdf""]",0,[]
197,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\金融市场系统性风险传导和溢出效应研究.pdf""]",0,[]
198,1,"[""C:\\Users\\Ethan\\CoreFiles\\ProjectsFile\\AcademicResearch-auto-workflow\\workspace\\references\\attachments\\金融学视域下新冠肺炎疫情对经济系统的影响分析.pdf""]",0,[]
